Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
1097,6,4,Suburban,1988,727,397385.62
1064,6,4,Suburban,1992,39,118880.44
1948,4,3,Suburban,1960,563,233581.36
1687,6,1,Rural,1956,223,240406.76
1151,3,2,Suburban,2013,318,247850.48
2924,4,1,Suburban,1972,6,233738.47
2302,4,2,Suburban,1985,671,533040.2
2238,5,4,Suburban,1982,327,231278.52
2138,6,2,Rural,1957,497,564506.77
2905,4,4,Rural,1976,541,543389.79
2634,2,2,Suburban,1972,478,136961.46
2477,2,1,Suburban,1969,169,330030.59
2107,6,2,Rural,2003,462,378161.53
1249,3,2,Urban,1956,329,327050.28
1638,2,3,Urban,1994,532,469465.92
1102,2,4,Urban,1974,539,528096.92
956,3,4,Suburban,1981,419,110085.17
1787,4,1,Rural,1954,340,111568.89
2777,5,2,Rural,1965,371,184993.5
2541,3,4,Suburban,1976,411,316487.32
1924,3,2,Suburban,1975,180,567276.3
1223,5,1,Suburban,1982,40,397035.24
1452,4,2,Rural,1960,132,400016.17
911,6,3,Urban,1993,272,484150.16
1860,2,4,Rural,2018,102,265743.44
808,3,4,Urban,1998,637,243074.69
2144,3,3,Suburban,1961,401,222820.15
1461,5,2,Suburban,1973,270,198194.78
2242,6,2,Rural,1955,187,315027.81
2016,5,2,Urban,2016,386,272149.94
2741,5,4,Rural,1965,383,178784.24
1773,4,1,Suburban,1965,638,269199.88
1639,2,3,Rural,1987,28,495668.8
1870,4,2,Urban,2019,266,540706.78
1038,4,3,Urban,2008,150,103226.07
2327,3,1,Rural,2008,676,590025.4
1251,3,3,Rural,1988,250,415691.6
2589,5,4,Suburban,1970,625,430646.84
2532,5,1,Suburban,1990,680,295686.52
2165,4,1,Suburban,1994,441,127671.38
1582,3,2,Urban,2012,307,482184.33
2619,2,2,Urban,2015,698,307980.58
1929,4,1,Urban,1973,557,207877.48
1814,2,3,Rural,1989,205,422237.16
2912,2,3,Urban,1983,79,182993.8
1269,6,3,Suburban,1978,278,103575.58
1362,6,2,Urban,1959,307,100293.27
1317,6,1,Rural,2000,378,260377.32
1587,6,4,Rural,2003,344,466504.66
859,4,3,Urban,1981,167,170523.84
1748,5,2,Urban,1981,403,374695.71
2468,2,1,Suburban,2016,167,394144.69
2851,2,1,Suburban,2020,154,584508.02
2010,6,1,Suburban,2007,480,402739.18
1042,4,2,Suburban,1986,153,317351.67
2960,4,3,Urban,1965,593,177379.8
2417,2,1,Rural,2019,286,190076.69
1424,5,1,Suburban,1961,296,468257.21
1497,6,3,Rural,2000,319,480638.46
1002,5,3,Rural,2012,703,337916.9
2054,6,3,Suburban,1966,719,135861.5
2979,3,3,Rural,1974,158,275835.29
1104,2,4,Urban,1991,82,491011.89
1484,3,2,Suburban,1968,46,479110.63
2714,4,2,Rural,1984,102,302085.87
2247,5,2,Suburban,1983,532,354752.34
2355,4,2,Suburban,1952,291,395825.42
1775,3,2,Suburban,1956,77,354879.48
2358,5,2,Suburban,1991,490,226578.82
1622,3,3,Urban,2005,301,119995.5
1739,4,3,Rural,1965,493,212936.39
2734,2,4,Suburban,2008,652,450879.55
2947,5,4,Suburban,1984,331,385055.26
2427,4,1,Rural,1991,318,333005.01
2178,3,2,Suburban,1970,618,362255.73
840,5,4,Rural,1976,332,470837.33
1152,3,2,Rural,1982,350,156535.63
2740,6,1,Urban,1997,562,497743.43
1552,5,2,Suburban,1984,276,128970.86
1461,6,3,Urban,2003,597,570217.38
1958,2,1,Urban,2002,35,514667.86
2184,4,1,Rural,2011,304,529614.05
2653,2,3,Suburban,2006,41,454105.11
2563,4,4,Suburban,2002,529,337739.6
1903,5,3,Urban,1981,222,317277.19
2015,6,1,Urban,1993,187,473741.99
2073,3,2,Rural,1997,115,185518.67
803,2,2,Urban,1979,58,189168.0
2483,5,4,Rural,1969,455,562582.04
2684,5,2,Rural,2013,435,403002.5
2739,3,3,Suburban,1980,97,110036.52
1792,2,4,Suburban,2006,718,117321.65
2270,4,3,Suburban,1993,516,204628.87
1267,3,4,Rural,1957,416,433577.34
2272,5,2,Urban,1959,394,413406.38
2197,6,1,Rural,1987,490,254441.36
1259,4,2,Urban,1977,717,505043.64
1309,5,2,Urban,1999,453,514501.57
2295,6,4,Rural,1968,415,138243.16
2179,3,2,Suburban,2009,171,425316.27
1005,4,4,Rural,1981,480,108826.48
853,2,3,Rural,2005,655,461892.32
2339,5,3,Urban,1981,715,339247.48
2890,6,3,Suburban,1961,620,579298.82
2055,3,4,Rural,1968,294,572326.23
1392,4,2,Urban,1981,532,559736.44
1372,5,4,Rural,1953,701,587568.88
1935,5,2,Urban,1991,252,149933.49
872,6,3,Rural,1986,481,373049.31
1829,3,4,Urban,2006,370,508424.17
1659,2,2,Rural,1958,511,219325.9
1900,3,3,Urban,1985,285,119252.46
880,5,1,Urban,1973,406,228092.02
2797,3,1,Suburban,1967,111,376206.89
2954,6,1,Rural,1991,693,281398.27
928,3,2,Urban,1983,154,229337.55
1068,3,4,Rural,1954,17,152328.07
1447,3,4,Rural,1967,313,336288.31
1815,3,2,Urban,2005,237,458939.85
2199,5,3,Urban,2000,659,139253.96
2675,2,1,Rural,2007,786,541698.6
1742,6,4,Rural,1963,242,215282.59
2440,6,3,Suburban,2015,772,554831.49
1218,6,2,Rural,2007,244,493519.66
2971,4,1,Rural,2010,251,438248.37
1483,6,1,Rural,1975,242,162035.9
2351,6,1,Suburban,1993,273,345962.27
2266,2,4,Rural,1999,456,398451.72
1417,5,4,Urban,2007,401,212927.43
2215,3,4,Rural,2018,378,589030.4
1589,3,4,Rural,2018,499,223177.38
2241,4,3,Urban,1951,786,412443.43
2349,6,2,Suburban,1967,149,492284.24
1372,5,4,Rural,2007,299,410182.18
1662,2,2,Suburban,1967,341,462370.73
2269,4,3,Rural,1964,766,396308.71
1427,4,3,Suburban,1990,542,544599.01
1349,2,1,Urban,1980,202,278337.19
913,3,2,Urban,1971,298,129265.48
2341,5,3,Urban,1978,713,284454.44
2721,5,4,Suburban,1966,264,570166.96
1148,5,1,Suburban,1959,293,103778.66
1397,6,1,Rural,1979,462,403417.47
1466,4,4,Rural,1995,68,243630.41
2261,4,3,Suburban,2003,718,529329.41
1111,5,4,Rural,1971,129,370307.83
1489,6,2,Urban,1992,41,280644.78
909,6,1,Rural,1962,60,343216.3
2299,6,1,Urban,1987,757,141747.11
1920,3,1,Suburban,1974,24,590618.3
2303,5,3,Rural,1967,402,399706.14
2857,4,2,Rural,1994,770,525186.24
1585,6,2,Rural,1964,231,442059.34
866,5,3,Urban,1972,235,369404.19
2264,3,1,Urban,1989,596,318155.7
2902,2,2,Suburban,2017,229,561093.15
1467,4,1,Suburban,1999,53,151807.18
2992,2,3,Rural,1986,366,588901.22
2749,4,3,Urban,1956,160,125724.14
2829,5,1,Urban,1963,594,592173.15
1453,2,4,Suburban,1979,563,302995.47
1685,6,2,Suburban,1988,102,329992.71
840,4,1,Rural,1969,621,328454.61
994,6,1,Rural,2011,520,322136.04
1329,5,2,Urban,2012,86,464303.72
2311,2,1,Rural,1961,585,353672.66
861,3,1,Rural,1975,381,380298.32
1793,4,1,Rural,1956,257,542026.88
1554,4,1,Urban,1987,657,557456.29
2501,6,1,Rural,1983,486,132226.04
1781,4,2,Suburban,1950,72,112018.33
2209,3,2,Suburban,1964,42,550905.5
1644,4,4,Suburban,1996,373,306343.86
2984,3,3,Urban,1987,476,123210.8
2091,4,4,Urban,1968,212,458142.29
1500,6,4,Suburban,1964,672,302636.1
1665,2,4,Urban,1965,242,531898.26
1934,4,2,Urban,1974,648,189206.28
2192,3,1,Suburban,1969,750,300429.61
1487,2,1,Rural,1956,340,331853.41
1437,6,2,Rural,2014,695,377912.43
2499,3,1,Suburban,1998,219,549306.48
1767,5,1,Rural,1976,580,212292.84
1528,3,4,Rural,1966,235,148683.14
971,5,4,Suburban,2008,656,238444.98
2880,4,3,Rural,2020,697,381200.5
824,4,1,Suburban,2006,73,290988.43
1460,2,2,Suburban,1997,506,132328.64
1553,4,2,Suburban,1992,336,514971.56
1338,6,2,Suburban,1993,524,595386.49
2270,6,4,Suburban,1974,732,445392.42
997,5,3,Urban,1976,31,130619.74
1286,3,2,Urban,2007,3,585769.86
980,3,4,Rural,2017,622,202551.67
1669,4,2,Rural,1961,434,394655.02
2433,6,1,Suburban,1965,108,545042.95
2741,2,2,Urban,1967,360,132754.76
1852,4,3,Suburban,2012,71,404858.73
2182,3,3,Rural,1950,236,410935.98
2729,2,3,Suburban,1988,507,295095.7
2411,6,3,Rural,1954,713,204996.87
2518,4,2,Suburban,1979,27,344908.65
1024,6,1,Urban,1976,300,547835.89
1613,6,1,Rural,1962,748,208418.9
1827,4,3,Suburban,2012,180,564868.64
2694,5,3,Urban,2009,116,379931.14
1076,3,2,Rural,2007,255,503741.34
1498,4,4,Rural,2002,404,348271.67
1329,5,2,Rural,1988,517,489959.29
2916,3,2,Rural,2005,466,258251.21
2746,5,4,Rural,1970,674,400040.65
892,6,4,Urban,1950,581,442209.25
2253,3,2,Urban,1994,159,298923.08
1060,4,1,Urban,2004,498,106212.55
1363,4,3,Suburban,1953,754,266362.81
2138,6,2,Suburban,1961,709,243237.75
2047,3,3,Urban,1983,78,409677.31
1249,2,2,Suburban,2019,452,343862.7
948,4,3,Urban,1985,76,432037.37
2825,5,3,Suburban,1986,350,163323.5
1647,2,1,Urban,2020,205,312355.16
2317,4,2,Suburban,1978,153,113271.39
1189,3,2,Rural,1984,403,402211.97
1657,3,3,Rural,1993,442,328296.32
1036,5,4,Urban,1990,329,428962.27
2086,3,3,Urban,1962,655,133017.19
1968,2,2,Rural,2002,195,269211.35
2440,3,2,Suburban,1977,72,478595.33
2232,6,3,Suburban,2011,200,396479.51
2670,6,1,Urban,1971,218,168949.97
2102,4,1,Urban,1990,653,354011.54
1797,5,1,Rural,1991,61,303420.89
826,3,3,Urban,1968,324,431555.76
961,5,1,Rural,1957,316,340043.86
1519,6,4,Suburban,1968,655,190961.47
2194,4,4,Urban,1965,573,209401.14
1086,6,3,Suburban,1952,376,256367.15
2455,2,2,Rural,1972,662,516889.46
2320,6,1,Suburban,1967,192,367234.19
2121,5,2,Rural,1964,593,197099.7
2994,4,4,Urban,1995,452,430128.2
1369,2,3,Suburban,1995,504,563719.62
2110,6,1,Urban,2006,316,391963.33
2360,4,2,Rural,1989,621,576676.22
1814,6,4,Suburban,1984,9,209213.08
928,6,2,Urban,1965,127,425811.01
1334,2,4,Urban,2003,398,318850.39
2687,5,3,Urban,2001,684,264716.1
2771,2,2,Urban,2004,647,351418.06
1285,3,3,Urban,1992,54,442788.99
1477,5,3,Suburban,1981,323,479066.17
2460,3,2,Suburban,2017,459,468468.12
1114,4,1,Rural,1971,361,204537.26
1640,2,3,Urban,2001,527,133618.44
1398,6,4,Urban,1973,679,162973.18
2127,3,1,Suburban,1977,524,234932.93
943,2,2,Suburban,1994,354,293292.78
1140,6,2,Suburban,2013,749,459055.16
2812,2,3,Urban,1965,487,400374.31
2043,2,2,Urban,1960,639,543420.85
1537,2,4,Urban,1964,687,217921.16
2535,4,1,Rural,2012,314,117044.5
818,2,2,Suburban,1995,84,438953.14
1538,2,3,Suburban,2017,183,198557.94
2007,5,1,Rural,1955,712,288867.04
1494,4,3,Rural,1990,261,560554.25
1686,4,2,Suburban,2012,329,377516.13
1309,6,4,Urban,1990,792,248813.23
2035,5,3,Rural,1986,729,568744.35
1588,6,1,Suburban,1962,99,219865.85
2034,6,3,Suburban,1974,573,381280.54
2805,4,2,Urban,2012,269,296576.8
2745,5,4,Suburban,1956,719,465730.97
891,2,3,Rural,1994,583,268465.71
1985,2,1,Rural,1997,273,407969.38
2053,6,4,Urban,1959,220,530608.09
2759,5,3,Urban,1957,408,597561.42
1356,4,1,Suburban,1993,307,145838.93
2361,2,4,Urban,2003,182,122726.07
2145,6,1,Urban,1962,311,497150.87
1387,2,2,Rural,1992,545,397260.02
1634,2,3,Rural,1996,608,219254.58
2100,6,4,Suburban,1950,302,210203.02
2448,4,3,Urban,1962,711,290712.85
829,2,1,Rural,2016,788,211764.91
966,2,3,Rural,2018,680,127558.14
2467,6,3,Suburban,1960,523,565463.72
2726,3,4,Suburban,1957,95,591249.35
2519,5,4,Urban,2008,29,528308.87
1419,2,1,Rural,1954,733,264381.09
2893,6,3,Suburban,1952,145,207382.57
2954,5,3,Urban,1967,787,312377.22
1393,6,1,Suburban,1981,218,143660.02
1987,5,1,Urban,1986,411,596224.34
1293,2,4,Suburban,2008,15,594036.75
1574,5,2,Urban,2000,311,352411.35
903,5,4,Suburban,1968,719,413319.05
2571,2,4,Suburban,2010,764,555801.71
1437,2,4,Suburban,2009,616,347008.69
1556,4,2,Rural,1991,393,102519.38
2901,6,2,Suburban,1973,755,488487.87
1907,6,1,Rural,2014,324,538465.18
1120,3,1,Suburban,2016,416,488380.3
1399,4,3,Rural,1976,379,582871.41
1068,5,4,Rural,1991,218,145688.11
1134,5,2,Rural,2004,644,517770.87
2965,4,2,Suburban,1955,502,312148.37
2023,5,4,Rural,1984,586,337201.9
1485,4,1,Suburban,1960,170,307395.47
1824,4,4,Urban,1969,742,485005.01
1661,3,1,Suburban,1950,584,452776.44
1741,3,2,Rural,1952,761,268003.2
987,3,3,Urban,2018,784,383226.19
1668,5,1,Suburban,2017,265,283905.45
2858,6,3,Suburban,2012,578,107759.23
1259,6,2,Urban,1994,204,106528.12
1600,6,2,Rural,2013,265,454355.68
1232,2,1,Urban,1988,666,225796.0
2531,4,3,Urban,1963,713,102802.41
2912,2,3,Urban,1994,158,421250.62
2698,3,2,Urban,1991,673,308193.42
2858,6,1,Suburban,2011,745,269804.34
1054,2,4,Suburban,2013,587,255995.97
2812,2,3,Suburban,2013,533,147832.09
983,6,3,Urban,1969,223,117498.04
2611,2,2,Urban,1991,17,108897.88
2816,2,2,Suburban,1979,701,130404.25
961,2,1,Suburban,1964,285,305308.05
1899,6,1,Urban,2003,347,261082.95
1831,6,3,Rural,1965,53,334615.36
858,6,3,Urban,1988,209,520348.38
2804,5,1,Rural,1951,383,453864.7
2359,6,2,Rural,1984,445,494758.59
1683,4,1,Urban,2016,601,131492.12
1274,6,1,Rural,2002,483,157393.56
949,6,4,Rural,2018,277,224725.83
1285,5,4,Suburban,2007,493,235831.96
1886,6,4,Rural,2005,266,160257.78
2393,3,3,Suburban,2009,126,499616.42
915,5,1,Rural,2012,415,283515.42
2159,3,2,Urban,1956,341,274692.09
2870,3,4,Suburban,1965,740,374746.94
1014,3,2,Rural,1962,443,595994.59
1141,6,2,Suburban,1965,63,205023.59
1194,5,4,Rural,1982,314,376603.89
1177,2,4,Suburban,1997,284,206307.89
1403,6,4,Rural,1955,796,109045.12
2794,3,4,Urban,1991,380,252594.86
1518,5,4,Suburban,1993,170,174689.52
1194,4,2,Suburban,1956,717,335146.57
1391,3,4,Rural,2005,23,342466.85
978,2,1,Suburban,2013,714,181840.99
2152,2,2,Urban,2000,430,271294.52
873,6,1,Suburban,1979,446,235533.33
2043,2,4,Rural,2009,770,239598.51
2918,2,1,Urban,1986,12,255928.82
1991,3,4,Rural,1982,420,388205.73
1750,3,1,Urban,1968,669,514831.73
1147,6,4,Suburban,1978,76,481372.25
1464,5,1,Urban,1988,301,384425.87
2463,6,3,Urban,1951,423,365076.92
1887,6,2,Urban,1967,787,248555.74
1276,6,4,Rural,2013,165,374513.57
2134,3,4,Urban,1992,20,580918.98
884,6,3,Urban,1957,309,432883.17
2323,6,4,Rural,1963,435,201219.92
1616,5,4,Rural,1971,104,136261.04
2449,5,3,Urban,1953,792,351044.43
1469,3,1,Urban,1999,723,226768.78
1240,4,3,Suburban,1996,713,218611.28
2697,6,2,Rural,1950,575,473626.92
1009,2,3,Rural,1989,662,230578.75
2244,3,4,Rural,2006,345,384929.47
917,5,1,Suburban,1971,194,182201.06
1251,4,1,Urban,1960,685,578362.75
2561,3,4,Suburban,1992,17,267660.9
1678,6,2,Rural,1978,369,259483.84
2364,3,3,Suburban,2011,515,201266.07
1213,6,1,Suburban,1962,230,143769.21
1927,4,1,Urban,1991,790,289744.08
2912,2,1,Urban,1953,520,193579.52
2911,5,2,Urban,1959,727,147739.1
1428,5,3,Suburban,1986,480,438126.85
2419,2,2,Suburban,1975,27,225990.9
1707,6,2,Suburban,1996,300,164392.97
2774,3,4,Urban,1994,754,149358.82
1263,6,3,Urban,1988,388,480535.33
1976,3,1,Rural,2016,18,506928.29
2872,6,3,Urban,1999,601,272930.52
2283,5,4,Suburban,1972,148,318549.11
1369,2,3,Suburban,1998,264,364504.39
1958,4,4,Rural,1966,701,398059.32
1674,2,4,Urban,1979,661,509764.02
1907,6,4,Suburban,2014,659,531094.74
2696,4,2,Urban,2012,236,331577.97
1545,2,3,Rural,2005,498,115345.98
2234,4,3,Rural,1964,675,268095.26
1017,5,1,Suburban,1994,565,180543.18
1556,5,4,Suburban,1995,174,113714.73
1872,2,1,Rural,2002,670,233390.2
930,2,2,Rural,2005,370,292895.8
1720,6,4,Rural,2001,654,520626.43
2724,2,4,Rural,1957,69,432905.08
806,2,1,Suburban,2017,189,589697.41
1772,4,3,Suburban,1970,735,204716.95
2622,6,3,Suburban,2020,31,274048.48
1753,4,4,Urban,2009,623,587727.6
1993,4,3,Suburban,2016,415,386084.38
2835,4,2,Suburban,1980,576,280183.04
1175,5,4,Rural,1992,164,373888.73
2666,4,4,Suburban,2003,129,114897.82
2436,4,1,Urban,2004,554,367281.39
2039,4,3,Urban,2011,593,268181.57
2420,5,2,Urban,1988,20,277555.19
1049,6,3,Rural,1958,701,539111.46
1703,3,1,Rural,2001,305,304109.41
973,3,1,Rural,1988,79,226532.76
2432,3,4,Urban,2001,480,591482.57
2417,5,3,Rural,1997,42,418045.18
1754,4,3,Rural,1980,278,360417.41
1790,3,2,Rural,1956,78,282354.06
1869,6,4,Suburban,1990,532,542802.86
2380,3,1,Rural,1999,642,205014.12
933,6,1,Rural,2013,763,441832.62
1211,2,2,Rural,1984,131,144459.18
986,2,4,Suburban,1987,7,253663.73
2985,3,1,Suburban,2014,662,439878.03
2487,2,3,Suburban,1952,47,441571.29
891,2,4,Suburban,2001,90,324047.6
2471,6,3,Urban,1957,500,342788.01
2144,2,2,Urban,1965,25,373083.96
1060,4,1,Urban,1994,174,484812.16
1104,6,2,Rural,1974,431,181110.02
2810,2,4,Urban,2015,517,439712.37
1540,5,1,Urban,2020,192,456693.37
2985,2,4,Rural,1983,565,140287.28
1424,3,4,Rural,1999,65,515261.75
1846,4,4,Rural,1976,452,564852.76
2665,5,3,Rural,1952,9,586466.75
2907,3,4,Suburban,1985,261,378232.54
2062,5,2,Urban,1961,736,156782.18
2888,5,3,Rural,2015,420,235968.06
2546,6,3,Urban,1972,746,562558.47
2576,4,1,Urban,1967,251,435065.26
1312,6,2,Rural,1951,340,162625.32
1024,6,1,Urban,2013,177,271658.62
2705,6,3,Urban,1990,267,524815.29
1191,4,1,Rural,2017,224,375257.49
1093,6,3,Suburban,2013,254,486613.46
2529,4,3,Rural,1955,47,139488.21
2930,4,3,Urban,1984,3,558641.53
1636,2,4,Rural,2015,702,546646.98
2975,2,3,Suburban,2011,411,576346.91
2488,5,3,Suburban,2002,316,404126.22
2313,2,1,Suburban,1971,376,245002.15
1320,5,2,Urban,1950,531,372344.62
2392,2,4,Rural,2015,505,302085.33
1946,4,2,Rural,2017,604,394112.13
1792,6,2,Suburban,1998,184,463469.39
1883,5,3,Suburban,2015,531,394054.27
2294,3,1,Rural,2001,258,129624.21
1684,2,4,Rural,1993,166,242983.47
2555,3,3,Suburban,1966,206,103646.03
985,2,1,Urban,1990,410,423449.76
1219,5,4,Suburban,2011,100,279956.33
961,5,1,Rural,1999,217,171360.57
1025,2,2,Suburban,2006,482,159949.07
2651,4,1,Suburban,2005,460,220135.09
2924,3,4,Suburban,1971,401,320932.52
2635,2,3,Suburban,1959,787,451134.58
1989,6,4,Urban,1985,394,253054.75
1021,6,1,Urban,1950,659,409805.55
1512,5,2,Urban,2000,184,327828.78
1392,6,1,Urban,2005,359,228252.39
1266,5,4,Rural,1954,6,117003.22
1146,3,2,Rural,2011,521,414968.1
2351,3,3,Rural,2005,335,532208.92
2253,2,4,Urban,1959,570,514456.47
1549,6,3,Urban,1967,624,280329.95
1523,5,1,Urban,2014,604,548343.67
2543,3,3,Urban,1950,496,553920.53
2627,3,2,Suburban,1981,325,499287.88
920,2,1,Urban,1957,406,378540.66
2138,6,4,Suburban,1971,541,444508.13
1333,3,2,Suburban,1972,100,427625.4
1914,3,4,Rural,1996,649,323722.31
2214,4,1,Rural,1960,409,465669.66
1990,2,4,Rural,1968,389,159967.83
2246,3,4,Urban,1988,59,570024.09
816,5,3,Urban,1964,606,199384.92
2618,6,1,Urban,2005,714,326477.91
2502,6,3,Rural,2018,583,196219.35
2233,5,2,Urban,2001,228,440828.22
1450,6,3,Suburban,2019,135,372220.72
804,2,3,Urban,1988,442,430209.27
2468,3,3,Suburban,1958,416,343953.88
1409,4,4,Rural,1996,788,543087.6
2107,6,3,Rural,1998,366,499475.14
1087,4,1,Suburban,2015,209,489673.94
2615,5,2,Urban,1963,615,366041.92
1685,4,2,Suburban,1981,71,107374.2
2291,5,3,Rural,1996,94,554357.86
2312,4,4,Urban,1988,194,534183.61
2849,3,3,Suburban,1978,74,240336.99
1420,4,3,Urban,1980,352,403692.52
2188,4,4,Rural,1984,354,560975.63
2555,6,4,Suburban,1956,164,281573.93
2494,6,2,Suburban,1986,744,519494.32
2377,2,4,Rural,1980,664,546746.71
1722,5,4,Suburban,2016,361,290011.54
2161,6,3,Urban,2020,360,121857.37
1467,5,1,Suburban,1957,696,597958.77
2999,5,1,Suburban,1966,223,453473.4
1773,5,2,Rural,1967,443,430243.29
2428,6,4,Suburban,1953,550,380191.46
1896,5,2,Urban,1963,610,383198.21
1919,2,4,Rural,1992,275,417735.52
1139,2,2,Rural,1972,401,544750.49
889,5,1,Urban,1982,256,433661.45
1584,4,2,Rural,1969,443,216964.27
1346,2,1,Rural,2010,262,248240.6
2563,4,1,Urban,1973,79,489257.63
1146,6,1,Suburban,1984,705,228570.79
1131,6,4,Rural,1995,665,533641.57
1862,6,1,Suburban,2007,700,296654.4
2142,5,4,Rural,1970,761,315281.59
2157,4,2,Suburban,1959,789,490527.18
2341,2,4,Suburban,1992,31,411781.69
2615,5,3,Suburban,1958,449,121822.3
1696,4,3,Suburban,1950,104,487383.54
2617,2,2,Urban,1966,526,359797.39
1498,2,4,Urban,1953,735,500993.54
1625,5,1,Rural,1962,610,240904.53
1194,2,1,Urban,1976,431,129379.68
2013,5,2,Urban,2017,641,568613.32
1865,6,1,Suburban,1964,202,307314.91
1738,4,3,Urban,1955,465,584357.73
882,5,2,Urban,1967,387,421595.94
1943,4,4,Rural,2016,538,329871.54
1824,6,1,Rural,1992,540,125919.02
2482,5,1,Suburban,1994,473,146445.31
2535,2,4,Rural,1977,358,279629.91
2420,4,2,Urban,1999,366,572345.45
1196,4,3,Suburban,1984,291,407672.78
2901,3,1,Urban,1960,122,503374.36
2900,4,2,Rural,2015,731,156244.37
1603,5,2,Suburban,2012,638,133926.05
1796,3,1,Rural,1950,290,497163.67
977,3,4,Urban,1954,376,335961.23
1869,6,1,Urban,1975,708,106183.51
1722,6,4,Urban,1959,306,298623.05
2682,2,2,Rural,2002,614,449463.41
1230,2,3,Urban,1989,461,544239.11
1866,6,1,Urban,1968,50,529731.49
2647,6,4,Urban,1986,609,360678.87
1065,2,1,Suburban,1988,471,344435.02
1658,3,1,Urban,1996,25,287694.12
2817,2,3,Rural,2009,533,560457.36
1420,4,4,Suburban,1952,532,382457.27
1065,3,3,Rural,1966,715,543642.06
1142,3,4,Urban,1970,254,275109.01
2098,2,3,Urban,1983,208,378598.5
2106,6,2,Urban,1985,182,351366.33
1250,6,4,Rural,1968,720,228744.68
1894,5,3,Urban,2001,220,373663.13
2627,3,2,Urban,1969,785,426797.43
2621,6,2,Urban,2011,353,380232.79
2834,6,2,Urban,2008,585,420530.22
2508,2,3,Rural,1979,103,372761.94
1270,4,1,Suburban,1999,754,447157.36
1909,4,2,Rural,2004,127,125522.44
1652,3,1,Rural,1979,52,177310.57
1075,3,4,Rural,2012,555,361023.92
953,2,3,Suburban,1966,800,209425.23
2671,5,2,Urban,1953,436,126553.26
2029,5,3,Rural,1977,37,286157.39
2367,6,3,Suburban,1987,361,598773.11
2613,3,1,Rural,1959,600,174732.11
2125,6,1,Suburban,2017,668,165952.35
1247,4,2,Rural,2002,419,495223.72
1240,3,2,Rural,1991,724,303575.53
876,6,4,Rural,1966,694,367430.41
2627,5,2,Suburban,1959,771,349385.45
2741,2,1,Urban,2006,721,193541.31
2740,6,2,Suburban,1972,254,234298.23
2327,4,4,Suburban,2002,225,182348.13
2938,3,1,Suburban,1975,0,266958.12
2954,4,2,Suburban,1972,78,261380.67
1149,6,1,Suburban,1982,80,203998.33
1924,3,4,Urban,1952,192,147187.43
2607,4,3,Suburban,1955,768,452356.74
891,3,2,Rural,2006,158,407495.68
2538,5,4,Urban,2019,396,589548.48
2688,2,3,Rural,1977,226,467997.39
1756,5,2,Rural,1960,325,159868.2
2438,4,3,Suburban,1970,78,479507.9
1077,5,1,Suburban,1957,9,103912.7
1141,3,2,Urban,1996,134,170285.32
2789,6,2,Suburban,1971,26,398052.86
2620,4,3,Rural,2013,627,165725.12
1827,5,1,Urban,2002,175,213870.47
927,2,3,Urban,1985,387,131923.51
2478,6,1,Suburban,1960,769,523973.04
954,2,3,Urban,1994,573,166109.98
2765,6,1,Suburban,1950,463,430581.58
2220,3,4,Suburban,1980,683,495155.55
2822,3,4,Suburban,2010,92,205251.42
1135,3,2,Urban,1971,719,397227.57
2405,5,1,Suburban,2005,573,223177.88
1980,2,2,Suburban,1961,287,398777.87
930,2,1,Urban,2012,542,198625.93
1935,4,3,Suburban,1964,407,176378.22
2225,3,2,Suburban,1975,404,224032.82
2910,6,4,Rural,1977,241,570482.82
1904,6,1,Suburban,2007,278,476394.24
2878,3,4,Rural,1963,51,321375.44
2086,4,3,Rural,1990,22,465925.43
1843,2,3,Rural,1970,563,566376.8
1163,5,2,Urban,2016,776,581412.03
1279,2,1,Suburban,1997,229,320156.93
2265,2,4,Urban,1966,354,396792.39
2557,5,3,Suburban,1990,598,218935.9
1535,6,2,Rural,1972,749,549532.7
1202,4,3,Urban,2016,465,465499.78
2061,2,3,Urban,2014,170,334995.27
2999,2,2,Urban,1985,391,573090.16
2187,5,4,Urban,2019,266,136727.2
2981,6,4,Suburban,1993,724,236442.03
965,4,3,Rural,1995,392,370460.4
2797,3,3,Rural,1985,238,115982.78
2004,6,1,Suburban,1974,749,398272.94
2713,6,2,Rural,2013,539,416306.83
2978,6,2,Suburban,1969,480,376433.09
1096,3,2,Suburban,2011,285,310709.46
2787,6,4,Rural,2018,791,521489.7
1700,2,4,Rural,2001,385,402210.91
1914,5,1,Suburban,2014,74,584840.83
2464,4,2,Urban,1978,567,487454.66
959,2,1,Rural,1980,463,201430.64
1601,2,3,Rural,2001,725,563406.65
1859,4,4,Urban,1993,49,122221.43
2051,5,3,Urban,1990,671,280527.04
2798,3,4,Urban,1959,360,256870.18
